00284-4033TDS1481      7528 00838 1 1991.60  49.5   0.530  0.09                  
00285-5058TDS1482      8029 01169 1 1991.58 130.5   2.370  1.65                  
00288-3213TDS1483      6991 00640 2 1991.72 179.3   2.650  0.24                  
00290+5848TDS1484      3666 00024 1 1991.67 347.7   0.450  0.14                  
00290+5114TDS1485      3260 01897 1 1991.57  31.9   0.470  0.33                  
00291+4244TDS1486      2791 00267 1 1991.74 119.2   1.990  1.04                  
00291-5405TDS1487      8465 01283 1 1991.59 280.2   0.530  0.13                  
00292+4043TDS1488      2787 00342 1 1991.69 109.6   0.470  0.14                  
00297-5004TDS1489      8029 01030 1 1991.62  79.4   0.550  0.33                  
00298+2345TDS1490      1731 00916 1 1991.80 127.7   2.250  0.57                  
00299+4751TDS1491      3252 00981 1 1991.81 313.7   0.660  0.46                  
00300+4919TDS1492      3256 01670 1 1991.67 209.7   1.120  1.20                  
00301+5743TDS1493      3662 01869 1 1991.74  10.6   1.930  0.36                  
00301-6027TDS1494      8841 01136 1 1991.65 244.0   3.320  0.43                  
00302+5604TDS1495      3658 00204 1 1991.74 346.3   0.700  0.18                  
00303+5849TDS  20      3666 00022 1 1991.70 132.0   1.975   .39                  
00304+5449TDS1496      3658 00169 1 1991.58 227.6   0.660  0.48                  
00305+6234TDS1497      4019 03007 1 1991.60 118.4   0.750  0.16                  
00305-5207TDS1498      8030 00492 1 1991.58 133.7   0.560  0.29                  
00306+5412TDS1499      3654 01400 1 1991.56 295.7   0.690  0.20                  
00307+4314TDS1500      2796 00687 1 1991.77 129.6   2.490  0.92                  
00308+5513TDS1501      3658 01745 1 1991.58 244.0   0.450  0.35                  
00311+5420TDS1502      3654 01558 1 1991.60  82.0   0.660  0.31                  
00311+5315TDS1503      3654 01529 1 1991.45 130.1   0.590  0.33                  
00312+5535TDS1504      3658 00490 1 1991.67 300.3   1.020  1.59                  
00312+0237TDS1505      0013 00257 1 1991.77  69.6   0.440  0.06                  
00313+8124TDS1506      4504 01158 1 1991.62 315.6   0.410  0.18                  
00313+5000TDS1507      3256 02419 1 1991.73  65.0   1.950  1.23                  
00315+4904HU  509      3256 01520 1 1991.73  57.5   2.590  2.79          (formerly TDS1508)
00315-2614TDS1509      6417 00828 1 1991.65  91.6   0.910  1.76         
00319+0510TDS1510      0016 00542 1 1991.55 140.4   1.950  2.22                  
00320+4531TDS1511      3248 00898 1 1991.78  64.1   1.040  0.78                  
00323+5513TDS1512      3658 01691 1 1991.53  15.2   0.630  0.28                  
00326+6520TDS1513      4023 00073 1 1991.72  90.5   0.640  0.08                  
00327+5629TDS1514      3662 00079 1 1991.72 290.5   0.870  0.12                  
00328+5005TDS1515      3256 01375 1 1991.73 216.6   0.950  0.97                  
00331+5258TDS1516      3654 00059 1 1991.49 129.5   2.030  1.50                  
00332+5248TDS1517      3654 00323 1 1991.51  13.4   2.460  0.80                  
00333+6824TDS1518      4295 01470 1 1991.61 168.7   0.910  0.51                  
00334+5058TDS1519      3260 01923 1 1991.70 197.0   0.580  0.09                  
00334+4507TDS1520      3248 00912 1 1991.76 223.0   2.220  2.20                  
00335-8404TDS1521      9490 01338 1 1991.70 117.7   1.160  1.20                  
00336+4424TDS1522      2796 00896 1 1991.76 213.3   0.550  0.21                  
00339+5316TDS1523      3654 01907 1 1991.48  84.1   0.500  0.06                  
00342+5557TDS1524      3658 01614 1 1991.67 316.5   0.450  0.06                  
00343+5132TDS1525      3261 01595 1 1991.67 153.5   0.910  0.40                  
00345+8332TDS1526      4615 01636 1 1991.71  75.1   2.490  3.08                  
00346+5316TDS1527      3654 01725 1 1991.55  11.8   1.900  0.46                  
00346-7509TDS1528      9346 00084 1 1991.74 168.1   0.420  0.03                  
00347+4609TDS1529      3249 01989 1 1991.72 250.7   0.450  0.25                  
00348+6050TDS1530      4016 01384 1 1991.62   8.8   0.710  0.60                  
00352+5524TDS  21      3658 02354 1 1991.55 191.7    .877   .04                  
00352+5343TDS1531      3654 00402 1 1991.53 119.2   0.450  0.39                  
00353+5440TDS1532      3658 01725 1 1991.52 195.1   1.780  1.20                  
00353+2456TDS1533      1738 00712 1 1991.85  34.7   0.680  0.00                  
00355+7532TDS1534      4492 00760 1 1991.66 192.4   0.470  0.40                  
00356-5146TDS1535      8030 00282 1 1991.64   5.9   0.810  0.13                  
00357+5613TDS1536      3658 02196 1 1991.61 353.5   1.840  1.70                  
00358-3342TDS1537      6994 00524 1 1991.75 249.3   0.620  0.32                  
00359+4646TDS1538      3249 01792 1 1991.71 171.1   0.730  0.66                  
00359-1847TDS  22      5849 00071 1 1991.60 184.6   1.192   .52                  
00359-5838TDS1539      8472 00340 1 1991.69   1.3   0.380  0.11                  
00360+6838TDS1540      4295 01086 2 1991.64 295.0   6.940  0.06                  
00360+5034TDS1541      3257 00097 1 1991.79 321.2   0.800  0.31                  
00362+7546TDS1542      4492 00663 1 1991.65 329.9   0.550  0.13                  
00363+5537TDS1543      3658 01426 1 1991.59  34.6   1.400  0.66                  
00363+5115TDS1544      3261 02088 1 1991.64  71.3   0.550  0.15                  
00364+4603TDS1545      3249 02240 1 1991.70 217.9   0.690  0.12                  
00365+5341TDS1546      3654 00242 1 1991.56 159.3   0.650  0.09                  
00366+6015TDS1547      4016 01782 1 1991.60 117.7   0.460  0.10                  
00369+5938TDS1548      3666 00961 1 1991.61  50.3   2.380  1.17                  
00371+3609TDS1549      2287 01432 1 1991.71 253.2   0.440  0.11                  
00373+4551TDS1550      3249 01385 1 1991.73 318.9   0.440  0.39                  
00378-5649TDS1551      8469 01207 1 1991.69  50.5   0.980  0.42                  
00379+4819TDS1552      3253 00913 1 1991.61 156.8   2.240  0.92                  
00379-3554TDS1553      7000 00830 1 1991.82  19.5   2.080  0.18                  
00382+6400TDS1554      4024 02231 1 1991.70 199.5   0.620  0.35                  
00383+6249TDS  23      4020 01253 1 1991.76  41.5    .846   .89                  
00383-6405TDS1555      8844 00255 1 1991.64 271.1   0.430  0.07                  
00386-4512TDS1556      8024 00042 1 1991.52 252.9   0.640  0.25                  
00387+3745TDS1557      2784 01546 1 1991.82 197.8   0.560  0.14                  
00387-7507TDS1558      9346 00397 1 1991.71 126.7   2.130  1.42                  
00389-4925TDS1559      8027 00920 1 1991.58 298.6   0.520  0.01                  
00399+4917TDS1560      3257 01277 1 1991.68  61.5   0.960  0.47                  
00400-8049TDS1561      9358 00638 1 1991.74 112.6   0.840  0.24                  
00402+4117TDS1562      2805 00267 1 1991.88 308.2   1.840  0.30                  
00407+4711TDS1563      3253 01771 1 1991.72 288.0   0.440  0.12                  
00409-4743TDS1564      8027 00236 1 1991.71 250.5   1.710  0.15                  
00411+7334TDS1565      4307 00803 1 1991.62 251.6   2.490  0.83                  
00411+6342TDS1566      4020 00325 1 1991.67 144.2   1.040  0.25                  
00413+4221TDS1567      2805 02099 1 1991.97 242.4   0.590  0.32                  
00414+7435TDS1568      4307 00107 1 1991.72 176.6   3.580  0.78                  
00415+7148TDS  24      4303 01964 1 1991.68 348.8    .926   .02                  
00415+3155TDS1569      2279 01372 1 1991.83 273.4   0.580  0.21                  
00417-5155TDS1570      8030 00203 1 1991.60 249.9   0.560  0.57                  
00418+5512TDS  25      3659 01006 1 1991.53 135.2   1.640  1.93                  
00421+4704TDS1571      3253 01957 1 1991.75 102.0   1.890  0.52                  
00422+5554TDS1572      3659 00645 1 1991.47 157.7   0.510  0.20                  
00422+5033TDS1573      3257 00004 1 1991.70 133.2   0.640  0.21                  
00423+5905TDS1574      3667 01303 1 1991.68 256.7   0.820  0.38                  
00425+5735TDS1575      3663 00516 1 1991.67 141.5   2.100  0.78                  
00425+4611TDS1576      3249 02019 1 1991.89 181.9   1.760  0.29                  
